"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GNG5",2.43335726781241e-10,0.452487436814658,0.579,0.446,6.80950697824625e-06,"3","GNG5"
"TGOLN2",2.47391242898402e-10,0.467329014174536,0.271,0.163,6.92299654126888e-06,"3","TGOLN2"
"STMP1",2.51859539880038e-10,0.52616857032458,0.281,0.172,7.04803736400299e-06,"3","STMP1"
"NFE2L2",3.74370304306173e-10,0.607957078243417,0.33,0.215,1.04763785957039e-05,"3","NFE2L2"
"UBXN1",3.89159650953539e-10,0.37994735292764,0.544,0.404,1.08902436722838e-05,"3","UBXN1"
"EID11",3.92855747187263e-10,0.39696981361339,0.544,0.407,1.09936752292884e-05,"3","EID1"
"AP2M11",4.01058948631505e-10,0.483702011663323,0.342,0.218,1.1223233618504e-05,"3","AP2M1"
"COX7A21",4.11781600129258e-10,0.357886566953308,0.711,0.589,1.15232962980172e-05,"3","COX7A2"
"EIF3E1",4.14651418519679e-10,0.467124278408187,0.462,0.324,1.16036052958547e-05,"3","EIF3E"
"RNF114",5.15093839742165e-10,0.54914869755822,0.295,0.185,1.44143860113448e-05,"3","RNF114"
"EIF3H1",5.58362316605338e-10,0.433911277434772,0.535,0.392,1.56252110678838e-05,"3","EIF3H"
"NAXE",5.8700604225204e-10,0.592750428840718,0.25,0.148,1.64267770863811e-05,"3","NAXE"
"COX6C",5.90990501665318e-10,0.32184419573754,0.73,0.584,1.65382781986023e-05,"3","COX6C"
"ANKRD121",6.31577047678695e-10,0.39989191416373,0.572,0.424,1.76740521022406e-05,"3","ANKRD12"
"MRPL34",6.88010613146561e-10,0.572802947097589,0.255,0.153,1.92532889982934e-05,"3","MRPL34"
"ATP6V0B",7.44427241147613e-10,0.371022381542182,0.436,0.292,2.08320519162748e-05,"3","ATP6V0B"
"RAB2A",7.52527378275799e-10,0.533683640269842,0.329,0.214,2.105872615367e-05,"3","RAB2A"
"EIF3L1",7.5630631417273e-10,0.457795891332166,0.419,0.288,2.11644758958097e-05,"3","EIF3L"
"RAC1",7.57500747734039e-10,0.42456043010037,0.489,0.356,2.11979009245893e-05,"3","RAC1"
"H2AFV1",8.03770799597715e-10,0.390028636743834,0.551,0.406,2.24927220559424e-05,"3","H2AFV"
"CYTOR2",8.60418138948916e-10,0.490682414621077,0.544,0.415,2.40779412003465e-05,"3","CYTOR"
"ARF1",8.71331543093252e-10,0.363150954654008,0.585,0.436,2.43833419019216e-05,"3","ARF1"
"COX6A1",8.94939807530186e-10,0.306657127740814,0.773,0.661,2.50439955739247e-05,"3","COX6A1"
"MORF4L12",9.12465274120406e-10,0.360781313317436,0.579,0.442,2.55344282309854e-05,"3","MORF4L1"
"UBE2N1",9.3941045403553e-10,0.461834253584217,0.369,0.247,2.62884621457303e-05,"3","UBE2N"
"GABARAPL21",9.72364590043647e-10,0.400663523100406,0.477,0.336,2.72106506877814e-05,"3","GABARAPL2"
"MRPS7",9.74130528203114e-10,0.543644223790997,0.259,0.156,2.72600687012359e-05,"3","MRPS7"
"PSMB61",9.84297173242062e-10,0.439995447049733,0.474,0.341,2.75445720960059e-05,"3","PSMB6"
"HBP1",9.86991168462092e-10,0.580685816588193,0.258,0.157,2.76199608582432e-05,"3","HBP1"
"GTF2A2",1.05265680420442e-09,0.535365535210111,0.351,0.234,2.94575480088564e-05,"3","GTF2A2"
"COX20",1.27406597232469e-09,0.565888910998566,0.287,0.181,3.56534621695341e-05,"3","COX20"
"SRPRA1",1.44605885677357e-09,0.532143455125361,0.329,0.213,4.04665110479517e-05,"3","SRPRA"
"PIK3IP11",1.48093637118104e-09,0.595151658259786,0.264,0.163,4.14425234111302e-05,"3","PIK3IP1"
"TECR2",1.51415142116994e-09,0.398188780432874,0.447,0.311,4.23720133700195e-05,"3","TECR"
"BAX1",1.51521449215506e-09,0.543925098964468,0.447,0.326,4.24017623484672e-05,"3","BAX"
"DPP7",1.59623224373544e-09,0.518457418371039,0.399,0.282,4.46689631086925e-05,"3","DPP7"
"PPP1CC",1.63688619916214e-09,0.365963464523246,0.29,0.179,4.58066233973534e-05,"3","PPP1CC"
"PCBP1",1.87239326299624e-09,0.289913778169836,0.753,0.615,5.23970530716867e-05,"3","PCBP1"
"ATP5H",2.06877602173312e-09,0.420761825444501,0.468,0.342,5.78926281921796e-05,"3","ATP5H"
"SNX17",2.56683200235785e-09,0.507108623627231,0.265,0.162,7.1830226753982e-05,"3","SNX17"
"TXNL1",2.78479836292033e-09,0.463463048223043,0.284,0.178,7.79297973879626e-05,"3","TXNL1"
"LAPTM51",2.85967487006775e-09,0.356445172078448,0.71,0.583,8.00251415639758e-05,"3","LAPTM5"
"SEC61B",3.03301463963061e-09,0.382777648769792,0.616,0.49,8.48758816754229e-05,"3","SEC61B"
"JTB",3.0852038944698e-09,0.4107317514727,0.48,0.351,8.6336345782843e-05,"3","JTB"
"PRKAR1A",3.26988167489644e-09,0.466804573564686,0.364,0.245,9.15043687903019e-05,"3","PRKAR1A"
"UFC1",3.40922358532668e-09,0.478298568580929,0.404,0.282,9.54037128117818e-05,"3","UFC1"
"SUMO11",3.69674058468768e-09,0.443194801724091,0.422,0.295,0.0001034495885219,"3","SUMO1"
"ARF4",3.76295717824185e-09,0.437513591953649,0.381,0.256,0.00010530259367592,"3","ARF4"
"CDC37",3.85438831812795e-09,0.383562912829304,0.55,0.412,0.000107861202694493,"3","CDC37"
"PDE4B2",4.74978423256555e-09,0.477258187454389,0.44,0.317,0.000132917961964114,"3","PDE4B"
"ST13",5.17286737918872e-09,0.395921067671411,0.436,0.303,0.000144757520739217,"3","ST13"
"MAP1LC3B1",5.63252144676241e-09,0.380187576007493,0.514,0.382,0.000157620480166199,"3","MAP1LC3B"
"PSIP1",6.82483401634423e-09,0.488844192783741,0.338,0.226,0.000190986155113377,"3","PSIP1"
"RGS11",6.88843094538127e-09,0.288217855554361,0.704,0.552,0.00019276585157555,"3","RGS1"
"RBM17",6.96211436104697e-09,0.443236749638226,0.313,0.205,0.000194827808279538,"3","RBM17"
"TRAPPC11",7.19340074299415e-09,0.303156371115166,0.556,0.402,0.000201300126391948,"3","TRAPPC1"
"FMNL1",7.65045320844366e-09,0.293654062720109,0.292,0.183,0.000214090282585087,"3","FMNL1"
"EIF4B1",7.77701647352743e-09,0.363204737357868,0.367,0.247,0.000217632028995191,"3","EIF4B"
"UQCR10",8.18562621189529e-09,0.326784575014494,0.63,0.508,0.000229066563913678,"3","UQCR10"
"ILF2",8.3697360820341e-09,0.443126034420046,0.367,0.251,0.000234218694519642,"3","ILF2"
"CCT3",8.45342445811943e-09,0.476770883936175,0.321,0.215,0.000236560630036014,"3","CCT3"
"ATP5G31",8.52539360837164e-09,0.35706716280054,0.64,0.514,0.000238574614736672,"3","ATP5G3"
"DAZAP21",9.02332321271803e-09,0.281386545039597,0.622,0.479,0.000252508676784701,"3","DAZAP2"
"MDH1",9.02777325379499e-09,0.511377635013483,0.353,0.237,0.000252633206734199,"3","MDH1"
"SF3B61",9.46829635943384e-09,0.366540738559103,0.421,0.294,0.000264960805322397,"3","SF3B6"
"HMGN11",9.53430911387139e-09,0.32278419200679,0.587,0.46,0.000266808106242577,"3","HMGN1"
"PRDX5",1.0321799062398e-08,0.325496813604324,0.505,0.365,0.000288845224962145,"3","PRDX5"
"RNF181",1.16311551521635e-08,0.388686050252835,0.388,0.266,0.000325486245778142,"3","RNF181"
"CLPP",1.17473709278157e-08,0.481348648870163,0.259,0.161,0.000328738428043994,"3","CLPP"
"HNRNPL",1.18750364104893e-08,0.587096991787165,0.259,0.165,0.000332311018911132,"3","HNRNPL"
"RPS171",1.25154667041579e-08,0.399133176639425,0.607,0.48,0.000350232820249155,"3","RPS17"
"MRPS21",1.26514810084395e-08,0.31841313708512,0.471,0.335,0.000354039044540171,"3","MRPS21"
"ISCA1",1.39071099367963e-08,0.534815321606344,0.253,0.159,0.000389176564471307,"3","ISCA1"
"EEF1G1",1.42993977622118e-08,0.412243246901759,0.345,0.231,0.000400154346977736,"3","EEF1G"
"SOCS11",1.44171355832577e-08,0.399274656610709,0.465,0.346,0.000403449122161883,"3","SOCS1"
"CSRNP11",1.5176265258537e-08,0.570931583351604,0.264,0.169,0.0004246926069949,"3","CSRNP1"
"UBL51",1.5193741095975e-08,0.275315135390586,0.736,0.638,0.000425181650829765,"3","UBL5"
"NDUFA13",1.6172911558148e-08,0.39724436169341,0.372,0.251,0.000452582757043215,"3","NDUFA13"
"PPP2CA",2.02225715825183e-08,0.527198661339116,0.29,0.188,0.000565908443165191,"3","PPP2CA"
"YY1",2.13304775742135e-08,0.471673922122058,0.264,0.167,0.000596912084436791,"3","YY1"
"SEC13",2.17976627883373e-08,0.544150456568441,0.27,0.171,0.00060998579546883,"3","SEC13"
"NDUFA21",2.5285916114598e-08,0.395644014430111,0.391,0.275,0.00070760107655091,"3","NDUFA2"
"LCK1",2.68239622407633e-08,0.344037400746664,0.636,0.511,0.00075064175934552,"3","LCK"
"TRMT1121",2.81003832898535e-08,0.315333480026306,0.607,0.47,0.000786361125983259,"3","TRMT112"
"SLC3A2",2.8120846596968e-08,0.43301789465099,0.422,0.305,0.000786933771169553,"3","SLC3A2"
"POLR2I",2.85095124084772e-08,0.433428076010999,0.27,0.172,0.000797810195238825,"3","POLR2I"
"G3BP21",3.14432473942899e-08,0.415841770504646,0.514,0.386,0.000879907835081807,"3","G3BP2"
"ERGIC3",3.18951719659552e-08,0.459943609486861,0.305,0.201,0.000892554492295291,"3","ERGIC3"
"ARID5A1",3.31552399413581e-08,0.526406468706672,0.293,0.197,0.000927816234518964,"3","ARID5A"
"TALDO1",3.72485786670544e-08,0.433703378641307,0.339,0.228,0.00104236422541885,"3","TALDO1"
"CLTB1",3.8061096045561e-08,0.377810117935792,0.353,0.239,0.00106510171173898,"3","CLTB"
"EMC71",3.90474090096451e-08,0.478843553461615,0.321,0.217,0.00109270269372591,"3","EMC7"
"PDCD10",3.95055913953375e-08,0.430268534628928,0.259,0.162,0.00110552446960713,"3","PDCD10"
"LMAN11",4.01141975160211e-08,0.446806689233246,0.305,0.202,0.00112255570328833,"3","LMAN1"
"SYAP11",4.23450601823215e-08,0.462821370022609,0.307,0.206,0.00118498416414209,"3","SYAP1"
"LAT1",4.44868407866071e-08,0.370062459054343,0.45,0.326,0.00124491975257241,"3","LAT"
"RTRAF",4.49912806106229e-08,0.412475669656717,0.441,0.32,0.00125903599660767,"3","RTRAF"
"PPP1R2",4.50148831072578e-08,0.299003872857788,0.511,0.386,0.0012596964888735,"3","PPP1R2"
"EPC1",4.83826975385003e-08,0.43275778497933,0.487,0.368,0.00135394140791739,"3","EPC1"
"CLTA",4.87013982580098e-08,0.386986493597588,0.378,0.263,0.00136285992885215,"3","CLTA"
"RPL171",5.21447015987738e-08,0.255075522363701,0.769,0.643,0.00145921732954009,"3","RPL17"
"RBPJ1",5.74017243676452e-08,0.32447701683518,0.455,0.329,0.00160632985470418,"3","RBPJ"
"SELENOF",6.08267485609684e-08,0.405921628503831,0.33,0.221,0.00170217573173014,"3","SELENOF"
"PPP1R7",6.10597508158288e-08,0.467174288268966,0.27,0.172,0.00170869606683015,"3","PPP1R7"
"C4orf31",7.58082571151856e-08,0.34190270377598,0.55,0.414,0.00212141826711135,"3","C4orf3"
"SRPK2",8.46854339458143e-08,0.423122828112535,0.253,0.161,0.00236983718353967,"3","SRPK2"
"CDC42",8.88487380088736e-08,0.311113990002178,0.486,0.368,0.00248634308444032,"3","CDC42"
"SEC61G",8.91078011319523e-08,0.356841730195144,0.507,0.384,0.00249359270687655,"3","SEC61G"
"NAP1L11",8.95831695727068e-08,0.327037541892779,0.468,0.343,0.00250689541732263,"3","NAP1L1"
"PSMD7",9.65958898748453e-08,0.43511040031111,0.323,0.221,0.00270313938225767,"3","PSMD7"
"ATRAID",1.01708327237687e-07,0.351262870635974,0.307,0.201,0.00284620582941942,"3","ATRAID"
"BNIP3L",1.07162635090069e-07,0.480182833624695,0.262,0.172,0.0029988391803605,"3","BNIP3L"
"SNRPC",1.08155549123127e-07,0.370034562464137,0.308,0.205,0.0030266248866616,"3","SNRPC"
"PPP4R2",1.11177866036976e-07,0.400122519703034,0.286,0.186,0.00311120140317874,"3","PPP4R2"
"CLNS1A",1.21294159168395e-07,0.486258983509746,0.261,0.168,0.00339429575016835,"3","CLNS1A"
"PFDN2",1.2307330867433e-07,0.355031639339775,0.357,0.24,0.00344408346994246,"3","PFDN2"
"TUFM",1.2451791850477e-07,0.375249569956553,0.35,0.24,0.00348450943143749,"3","TUFM"
"NDUFS71",1.26618394813934e-07,0.348953769750892,0.37,0.26,0.00354328916047312,"3","NDUFS7"
"TCEA11",1.28515354274671e-07,0.419744627107471,0.452,0.34,0.00359637367402239,"3","TCEA1"
"PRR13",1.30407988163578e-07,0.251830149127998,0.606,0.468,0.00364933714076956,"3","PRR13"
"SDHC",1.35300582605961e-07,0.507324648330389,0.271,0.179,0.00378625150364521,"3","SDHC"
"SPCS1",1.42652953580581e-07,0.332024725967724,0.551,0.426,0.00399200025299897,"3","SPCS1"
"UQCRC2",1.49031046198047e-07,0.445581881372294,0.252,0.162,0.00417048479680614,"3","UQCRC2"
"SRA1",1.49521802267148e-07,0.441359511253772,0.276,0.18,0.00418421811464387,"3","SRA1"
"ARF5",1.58057920848335e-07,0.274037944097124,0.521,0.386,0.00442309285701982,"3","ARF5"
"RBMX",1.70164183603392e-07,0.421634748627659,0.292,0.195,0.00476187451395732,"3","RBMX"
"TBCB",1.77590104407886e-07,0.318154356339016,0.385,0.27,0.00496968148175028,"3","TBCB"
"NDUFB7",1.84588531544602e-07,0.394135172082619,0.357,0.254,0.00516552546674415,"3","NDUFB7"
"RPL22L12",1.86355359637805e-07,0.401488810367013,0.487,0.368,0.00521496838410434,"3","RPL22L1"
"ANP32A1",1.91880358071789e-07,0.39451469011557,0.338,0.236,0.00536957994028094,"3","ANP32A"
"TMED9",2.00564303992644e-07,0.478665155269707,0.284,0.189,0.00561259148293015,"3","TMED9"
"SEPT2",2.28296404491652e-07,0.402943830775778,0.295,0.196,0.00638864658329438,"3","SEPT2"
"VAMP5",2.29892431598315e-07,0.478847092112333,0.332,0.231,0.00643330980584724,"3","VAMP5"
"RWDD11",2.42022368354794e-07,0.300802188387492,0.425,0.303,0.00677275395604054,"3","RWDD1"
"COX141",2.68044379305577e-07,0.350510234274715,0.373,0.265,0.00750095391048727,"3","COX14"
"YWHAE",2.86132863881643e-07,0.436239420505947,0.296,0.2,0.00800714206286391,"3","YWHAE"
"AP2S1",2.86680636580116e-07,0.406805933309822,0.317,0.217,0.00802247093405796,"3","AP2S1"
"APBB1IP1",3.23562708845354e-07,0.357981201370425,0.462,0.348,0.00905457884432838,"3","APBB1IP"
"CSNK1A1",3.35616414425218e-07,0.363844893930843,0.321,0.221,0.00939188974127529,"3","CSNK1A1"
"CYTH11",3.5188504112996e-07,0.466939627210846,0.261,0.173,0.00984715099098079,"3","CYTH1"
"NDUFB3",3.70736293675289e-07,0.394756945799571,0.336,0.231,0.0103746844422093,"3","NDUFB3"
"SF3B1",3.7103619872638e-07,0.374051498502562,0.424,0.307,0.010383076985159,"3","SF3B1"
"UBE2I",3.85438565344698e-07,0.321555697290804,0.44,0.32,0.010786112812606,"3","UBE2I"
"TMEM2561",4.09777157625207e-07,0.430913411586306,0.317,0.22,0.0114672039789838,"3","TMEM256"
"SLIRP",4.150713030127e-07,0.364966550971564,0.311,0.211,0.0116153553435074,"3","SLIRP"
"KIF5B1",4.38376268855402e-07,0.329083514637695,0.359,0.251,0.0122675215076496,"3","KIF5B"
"UQCRQ",4.40223690086382e-07,0.282494305277239,0.529,0.41,0.0123192197433773,"3","UQCRQ"
"C19orf24",4.58821961134739e-07,0.48298545698794,0.261,0.172,0.0128396737603946,"3","C19orf24"
"ANP32E",4.62418302817588e-07,0.434992896482526,0.283,0.191,0.0129403137860474,"3","ANP32E"
"MEAF6",4.89083861366095e-07,0.423916768179169,0.298,0.202,0.0136865227764688,"3","MEAF6"
"HNRNPK",5.0214847711374e-07,0.309965340453323,0.553,0.436,0.0140521229835509,"3","HNRNPK"
"UBE2D3",5.11334613062225e-07,0.290858652806522,0.606,0.495,0.0143091878119333,"3","UBE2D3"
"PTGES3",5.23436476459218e-07,0.259963197945185,0.625,0.494,0.0146478463572348,"3","PTGES3"
"GPBP1",5.27020206848651e-07,0.355252343630722,0.369,0.26,0.0147481334684526,"3","GPBP1"
"CBX31",5.44486273573891e-07,0.256537136606288,0.394,0.283,0.0152369038796918,"3","CBX3"
"GHITM",5.75940818367442e-07,0.36747116443629,0.382,0.276,0.0161171278611945,"3","GHITM"
"NFKBIZ1",5.82691914806063e-07,0.344911544909773,0.317,0.215,0.0163060505439329,"3","NFKBIZ"
"LRPAP1",5.97649761355166e-07,0.466666747517791,0.25,0.165,0.016724630921763,"3","LRPAP1"
"MRPL571",6.3423834645984e-07,0.344575642793616,0.409,0.301,0.0177485258873321,"3","MRPL57"
"CSK1",6.62207782610536e-07,0.396022529289334,0.293,0.198,0.0185312225885732,"3","CSK"
"PET1001",7.8666555290695e-07,0.403090340389215,0.446,0.332,0.0220140488325481,"3","PET100"
"RPA3",8.55898474102365e-07,0.370948389793035,0.273,0.181,0.0239514628992806,"3","RPA3"
"RAN",9.32018146282153e-07,0.288628911285421,0.652,0.545,0.0260815958055598,"3","RAN"
"MRPL51",9.50179253714438e-07,0.305898563262967,0.339,0.235,0.0265898162359448,"3","MRPL51"
"VDAC1",9.93183631063953e-07,0.344912041704222,0.341,0.239,0.0277932507316937,"3","VDAC1"
"TRBC22",1.02597527883867e-06,0.32996973760847,0.698,0.591,0.0287108922030215,"3","TRBC2"
"TMEM591",1.13331397283138e-06,0.292413028449281,0.548,0.428,0.0317146582157135,"3","TMEM59"
"EIF3D",1.17229589063589e-06,0.423590515796251,0.307,0.214,0.0328055282035547,"3","EIF3D"
"APRT1",1.19489189183861e-06,0.275272938665637,0.588,0.48,0.0334378547012118,"3","APRT"
"XRN2",1.20250027776481e-06,0.39065933119867,0.279,0.188,0.0336507677729705,"3","XRN2"
"CHD12",1.2078026436846e-06,0.281104839664036,0.321,0.224,0.0337991491808698,"3","CHD1"
"SERPINB1",1.25060872070035e-06,0.373413394707731,0.313,0.215,0.0349970344400786,"3","SERPINB1"
"NDUFS6",1.26922264907373e-06,0.333299968872004,0.381,0.276,0.0355179266116791,"3","NDUFS6"
"JPT11",1.32365991171007e-06,0.306035616456082,0.49,0.367,0.0370412989692946,"3","JPT1"
"VDAC2",1.35632225378538e-06,0.431023416261998,0.344,0.245,0.0379553219499302,"3","VDAC2"
"MIEN1",1.42842308280619e-06,0.300476143909468,0.32,0.22,0.0399729915492483,"3","MIEN1"
"POLR2J",1.44228426740829e-06,0.414229580102577,0.293,0.203,0.0403608829391536,"3","POLR2J"
"GPI1",1.4829204034408e-06,0.393019023969683,0.332,0.237,0.0414980445698874,"3","GPI"
"VAMP8",1.59566917557118e-06,0.282854083546728,0.532,0.418,0.0446532062091839,"3","VAMP8"
"KDELR2",1.60099263232153e-06,0.37900338808687,0.27,0.181,0.0448021778228857,"3","KDELR2"
"NDUFA5",1.63386294503976e-06,0.455060044440616,0.258,0.174,0.0457220206539928,"3","NDUFA5"
"NDUFB6",1.75866193656329e-06,0.419958180690775,0.305,0.216,0.0492143956327872,"3","NDUFB6"
"RER1",1.76088449305302e-06,0.385029173760341,0.264,0.176,0.0492765916535958,"3","RER1"
"AUP1",1.7714298345702e-06,0.354884393850631,0.35,0.25,0.0495716924906126,"3","AUP1"
"CXCL131",1.16908064751007e-215,2.16481412865625,0.859,0.207,3.27155528399217e-211,"4","CXCL13"
"GNLY",1.53396084655062e-166,2.32639738653054,0.783,0.211,4.29263603298725e-162,"4","GNLY"
"CTSW",1.8045069878907e-140,1.95789023044754,0.872,0.359,5.04973235491333e-136,"4","CTSW"
"ACP52",1.36335949624806e-112,2.10728754207,0.663,0.219,3.81522521430056e-108,"4","ACP5"
"CCL52",1.97288139981955e-98,1.1388506633346,0.998,0.614,5.52091130925504e-94,"4","CCL5"
"GZMA2",1.99876290222634e-98,1.41449177684913,0.954,0.539,5.5933381055902e-94,"4","GZMA"
"GZMB2",5.08742359549818e-97,1.2112027596755,0.943,0.439,1.42366461896421e-92,"4","GZMB"
"GALNT2",2.18778291101193e-96,2.35748131626432,0.45,0.107,6.12229169817579e-92,"4","GALNT2"
"ALOX5AP1",9.08644735853933e-72,1.25107632013192,0.865,0.515,2.54275142881365e-67,"4","ALOX5AP"
"IFITM1",1.43600009971524e-70,0.913228176154874,0.996,0.828,4.01850267904312e-66,"4","IFITM1"
"CD8A2",6.65629490421521e-68,1.07262073239748,0.865,0.416,1.86269756599558e-63,"4","CD8A"
"CD72",2.80864711929438e-67,0.995036418657281,0.941,0.661,7.85971809863338e-63,"4","CD7"
"KRT86",5.09677926634489e-67,3.02606251088243,0.25,0.045,1.42628270989396e-62,"4","KRT86"
"IFI61",1.08226893910387e-65,1.69509363894075,0.596,0.254,3.02862139918828e-61,"4","IFI6"
"B2M1",4.42624654312007e-65,0.43729737379596,1,0.935,1.23864083262672e-60,"4","B2M"
"LY6E",4.53786433474466e-65,1.2591917956661,0.83,0.529,1.26987595543495e-60,"4","LY6E"
"LAG31",2.17869089782045e-64,1.26244307640736,0.713,0.333,6.09684860846076e-60,"4","LAG3"
"KLRC1",1.49915889691947e-63,2.06918814579145,0.374,0.103,4.19524625713944e-59,"4","KLRC1"
"CXCR62",1.70137533183442e-63,1.53213389686942,0.6,0.247,4.76112872860544e-59,"4","CXCR6"
"IFITM21",3.49966607880176e-62,0.891851749716967,0.957,0.72,9.79346555491885e-58,"4","IFITM2"
"NKG72",9.77188511113735e-62,0.870814490454261,0.95,0.53,2.73456432950068e-57,"4","NKG7"
"RBPJ2",2.03614042601963e-61,1.38084812464101,0.661,0.314,5.69793536817334e-57,"4","RBPJ"
"CD8B2",1.29415486913251e-60,1.08678674824797,0.785,0.363,3.62156298578041e-56,"4","CD8B"
"GAPDH1",2.9483704020127e-60,0.756786803808098,0.989,0.896,8.25071973299235e-56,"4","GAPDH"
"SOX4",5.26319391077219e-57,2.07534989891125,0.407,0.132,1.47285218399049e-52,"4","SOX4"
"HLA-B1",1.32372684624606e-56,0.547007130780644,0.996,0.912,3.70431720653499e-52,"4","HLA-B"
"SH3BGRL31",1.59836363713819e-55,0.712963036582758,0.989,0.852,4.47286080216751e-51,"4","SH3BGRL3"
"PLPP1",6.64537618304636e-55,2.31349325568097,0.291,0.074,1.85964207106369e-50,"4","PLPP1"
"LINC024462",9.64553157203427e-55,1.61441703896505,0.441,0.152,2.69920555511807e-50,"4","LINC02446"
"ITGAE1",2.06971920975843e-52,1.47537572432548,0.524,0.216,5.79190223658798e-48,"4","ITGAE"
"TIGIT2",9.11069390626288e-52,1.19136301205592,0.737,0.401,2.5495365827286e-47,"4","TIGIT"
"BST2",3.7237026132941e-50,1.321064451126,0.659,0.359,1.04204093930422e-45,"4","BST2"
"MX1",2.70061019491163e-49,1.68850822149013,0.415,0.15,7.5573875694407e-45,"4","MX1"
"IFI44L",1.019655742805e-48,2.0997944603001,0.265,0.067,2.85340463066552e-44,"4","IFI44L"
"PSMB91",5.48147974399189e-48,0.874765844907555,0.88,0.65,1.53393729155869e-43,"4","PSMB9"
"CD631",6.62272969160064e-48,1.18891515361528,0.68,0.378,1.85330467689752e-43,"4","CD63"
"HLA-C1",5.38006462313999e-47,0.512552840866493,0.996,0.904,1.5055572841395e-42,"4","HLA-C"
"LSP11",6.78908913944224e-45,0.848606226363645,0.896,0.669,1.89985870478152e-40,"4","LSP1"
"KIR2DL4",1.32153545711487e-43,1.79813536124537,0.302,0.091,3.69818482319027e-39,"4","KIR2DL4"
"LINC018711",2.06041263588687e-43,1.24399341087141,0.526,0.232,5.76585872026581e-39,"4","LINC01871"
"IFITM3",7.47238529305397e-43,1.07689709073356,0.735,0.458,2.09107230040822e-38,"4","IFITM3"
"CAPG1",3.06360888718782e-42,1.4981166340602,0.459,0.196,8.57320310990641e-38,"4","CAPG"
"ISG151",6.29648053965604e-42,1.32559363355345,0.628,0.358,1.76200711421735e-37,"4","ISG15"
"HAVCR2",6.86804472581011e-42,1.53406967694041,0.357,0.125,1.9219536360707e-37,"4","HAVCR2"
"CCL3",2.11600146943649e-41,1.4725355753065,0.287,0.085,5.92141851207107e-37,"4","CCL3"
"CARS",2.12234931274936e-41,2.22106872311958,0.298,0.097,5.9391823167978e-37,"4","CARS"
"CD3D1",5.778321672879e-41,0.668152155102981,0.959,0.765,1.61700553693846e-36,"4","CD3D"
"HLA-A1",8.01268400968022e-40,0.439769710083937,1,0.906,2.24226949326891e-35,"4","HLA-A"
"CD3G2",1.65253160520096e-38,0.918831099323601,0.77,0.519,4.62444444399438e-34,"4","CD3G"
"CKLF1",6.29508589130362e-38,1.12258112988527,0.657,0.391,1.76161683582241e-33,"4","CKLF"
"ID21",8.33283480712768e-38,0.87890536885766,0.676,0.385,2.33186049242661e-33,"4","ID2"
"PTMS1",3.06133377602851e-37,1.25068843250576,0.541,0.273,8.56683643883818e-33,"4","PTMS"
"GZMH2",6.65140697749794e-37,0.738137916839616,0.726,0.389,1.86132972858302e-32,"4","GZMH"
"LAYN1",1.49840447226878e-36,1.58194646632211,0.3,0.101,4.19313507519697e-32,"4","LAYN"
"UBE2L6",1.86920145290724e-36,1.19451745631931,0.561,0.304,5.23077334581561e-32,"4","UBE2L6"
"TMSB4X1",1.4283274641219e-35,0.436302723368862,0.998,0.911,3.99703157559872e-31,"4","TMSB4X"
"CFL1",2.99467757939334e-35,0.552651199342026,0.965,0.828,8.38030573817433e-31,"4","CFL1"
"HLA-DRB52",6.01082913912526e-35,0.722329940409522,0.893,0.613,1.68207042629281e-30,"4","HLA-DRB5"
"DRAP12",1.01484946485929e-34,0.887950011564234,0.748,0.505,2.83995474246225e-30,"4","DRAP1"
"S100A111",1.3337960588771e-34,0.749077565513218,0.815,0.582,3.73249489116168e-30,"4","S100A11"
"PSME2",2.63249586571783e-34,0.804706912108694,0.813,0.577,7.36677643062478e-30,"4","PSME2"
"HCST2",5.13225715408835e-34,0.707116879877669,0.887,0.67,1.43621084200008e-29,"4","HCST"
"TNFSF10",7.00891043979168e-34,1.56591999149548,0.346,0.138,1.9613734974713e-29,"4","TNFSF10"
"CLEC2B2",9.47211503056678e-34,0.877548711834966,0.748,0.512,2.65067667015381e-29,"4","CLEC2B"
"RGS12",1.82649284626853e-33,0.757654361159883,0.82,0.548,5.11125758099785e-29,"4","RGS1"
"RPS261",5.2114638216802e-33,0.564683838442618,0.961,0.812,1.45837603585899e-28,"4","RPS26"
"SAMSN11",6.92306205528742e-33,0.914257279503182,0.674,0.423,1.93734968555163e-28,"4","SAMSN1"
"PSMB81",3.00606327193103e-31,0.872250313117557,0.689,0.452,8.4121674601718e-27,"4","PSMB8"
"CD3E2",8.09175764546215e-31,0.548899009047719,0.97,0.781,2.26439745950613e-26,"4","CD3E"
"FAM118A",1.73918605615711e-30,1.4028822103154,0.309,0.119,4.86693825955006e-26,"4","FAM118A"
"PRF11",2.34038768326702e-30,0.814786705259817,0.609,0.337,6.54934089285442e-26,"4","PRF1"
"RALA",4.77180160972933e-30,1.26460749315752,0.424,0.205,1.33534096246666e-25,"4","RALA"
"EIF2AK2",3.23621852819759e-29,1.52634429028907,0.315,0.129,9.05623392930815e-25,"4","EIF2AK2"
"VCAM1",3.90092540337729e-29,1.44318266338505,0.272,0.097,1.0916349648811e-24,"4","VCAM1"
"CARD161",8.45246688943285e-29,0.779144749245286,0.674,0.417,2.36533833433889e-24,"4","CARD16"
"DUSP42",1.75009396915651e-28,0.730355865240857,0.724,0.472,4.89746296328756e-24,"4","DUSP4"
